"Date","USD","JPY","BGN","CYP","CZK","DKK","EEK","GBP","HUF","LTL","LVL","MTL","PLN","ROL","RON","SEK","SIT","SKK","CHF","ISK","NOK","HRK","RUB","TRL","TRY","AUD","BRL","CAD","CNY","HKD","IDR","INR","KRW","MXN","MYR","NZD","PHP","SGD","THB","ZAR","ILS","X"
"2016-03-04",1.097,124.77,1.9558,"N/A",27.058,7.4609,"N/A",0.77483,309.31,"N/A","N/A","N/A",4.3313,"N/A",4.4663,9.3345,"N/A","N/A",1.0898,"N/A",9.383,7.594,80.1674,"N/A",3.2027,1.4859,4.0834,1.4717,7.148,8.5192,14409.1,73.591,1319.78,19.5613,4.51,1.6223,51.325,1.515,38.823,17.1275,4.285,NA
"2016-03-03",1.0901,124.23,1.9558,"N/A",27.057,7.4565,"N/A",0.77435,308.94,"N/A","N/A","N/A",4.3339,"N/A",4.4584,9.362,"N/A","N/A",1.084,"N/A",9.4245,7.6015,80.0845,"N/A",3.192,1.4852,4.1949,1.4644,7.1298,8.4755,14427.47,73.3365,1322.61,19.5122,4.4962,1.6257,51.211,1.5158,38.677,17.1245,4.2402,NA
"2016-03-02",1.0856,124.07,1.9558,"N/A",27.046,7.458,"N/A",0.7741,309.96,"N/A","N/A","N/A",4.3297,"N/A",4.4585,9.3385,"N/A","N/A",1.0845,"N/A",9.422,7.604,80.0729,"N/A",3.1903,1.501,4.2523,1.4595,7.1125,8.44,14445.17,73.3115,1334.29,19.4214,4.5215,1.6404,51.327,1.5226,38.615,17.0097,4.2191,NA
"2016-03-01",1.0872,122.94,1.9558,"N/A",27.056,7.4591,"N/A",0.778,310.15,"N/A","N/A","N/A",4.3468,"N/A",4.4653,9.365,"N/A","N/A",1.086,"N/A",9.407,7.6263,80.227,"N/A",3.2089,1.5196,4.3519,1.4699,7.123,8.4539,14500,73.77,1340.06,19.5872,4.5163,1.6475,51.341,1.5238,38.709,17.2024,4.2332,NA
"2016-02-29",1.0888,123.14,1.9558,"N/A",27.057,7.4602,"N/A",0.7858,311.26,"N/A","N/A","N/A",4.3543,"N/A",4.4757,9.3219,"N/A","N/A",1.0914,"N/A",9.5043,7.6263,82.6432,"N/A",3.2273,1.526,4.3394,1.4767,7.1351,8.4651,14559.43,74.3825,1347.54,19.8005,4.587,1.6557,51.615,1.5325,38.827,17.4563,4.2556,NA
"2016-02-26",1.1006,124.42,1.9558,"N/A",27.064,7.46,"N/A",0.78745,310.52,"N/A","N/A","N/A",4.3631,"N/A",4.4639,9.371,"N/A","N/A",1.0929,"N/A",9.5245,7.623,83.045,"N/A",3.2347,1.5275,4.3356,1.4909,7.1954,8.5511,14715.02,75.601,1360.34,19.9233,4.6352,1.6347,52.276,1.5428,39.236,17.2528,4.293,NA
"2016-02-25",1.1027,124.01,1.9558,"N/A",27.052,7.4617,"N/A",0.7892,310.86,"N/A","N/A","N/A",4.3581,"N/A",4.4673,9.3808,"N/A","N/A",1.0935,"N/A",9.5413,7.622,83.9575,"N/A",3.2248,1.5292,4.3527,1.5025,7.2026,8.5676,14787.76,75.9485,1366.74,20.0011,4.65,1.6487,52.532,1.5463,39.322,17.1657,4.3015,NA
"2016-02-24",1.0981,122.86,1.9558,"N/A",27.047,7.4621,"N/A",0.78935,310.55,"N/A","N/A","N/A",4.368,"N/A",4.4775,9.3636,"N/A","N/A",1.0914,"N/A",9.5858,7.626,84.6894,"N/A",3.2336,1.5319,4.3793,1.5197,7.1794,8.5333,14766.34,75.2885,1359.58,20.0815,4.6603,1.662,52.346,1.5478,39.213,17.0655,4.3112,NA
"2016-02-23",1.1002,123.12,1.9558,"N/A",27.028,7.4618,"N/A",0.77985,307.63,"N/A","N/A","N/A",4.3668,"N/A",4.4648,9.351,"N/A","N/A",1.0921,"N/A",9.459,7.626,82.799,"N/A",3.2298,1.5202,4.357,1.5116,7.1814,8.548,14736.51,75.4059,1353.46,19.8974,4.6346,1.6452,52.397,1.5484,39.321,16.6401,4.2965,NA
"2016-02-22",1.1026,124.85,1.9558,"N/A",27.022,7.462,"N/A",0.78243,307.84,"N/A","N/A","N/A",4.3646,"N/A",4.4767,9.3572,"N/A","N/A",1.1008,"N/A",9.493,7.63,83.4916,"N/A",3.2512,1.5322,4.3755,1.5128,7.1909,8.5679,14824.67,75.5948,1351.19,19.935,4.6171,1.6521,52.517,1.5469,39.418,16.8486,4.3086,NA
"2016-02-19",1.1096,125.4,1.9558,"N/A",27.023,7.4625,"N/A",0.77715,309.11,"N/A","N/A","N/A",4.3777,"N/A",4.467,9.3838,"N/A","N/A",1.1017,"N/A",9.5358,7.618,85.1924,"N/A",3.2903,1.5605,4.4854,1.5274,7.2378,8.6268,14988.04,75.9715,1368.69,20.2927,4.6836,1.6761,52.843,1.5617,39.668,17.138,4.341,NA
"2016-02-18",1.1084,126.17,1.9558,"N/A",27.03,7.4635,"N/A",0.77143,309.49,"N/A","N/A","N/A",4.3817,"N/A",4.4615,9.4014,"N/A","N/A",1.1028,"N/A",9.5235,7.6175,83.4772,"N/A",3.2884,1.5496,4.4527,1.5168,7.2242,8.6222,14951.15,75.9461,1362.2,20.211,4.6237,1.6728,52.695,1.5564,39.422,17.0657,4.3306,NA
"2016-02-17",1.1136,127.1,1.9558,"N/A",27.044,7.4645,"N/A",0.77835,309.95,"N/A","N/A","N/A",4.3979,"N/A",4.455,9.4723,"N/A","N/A",1.1034,"N/A",9.5955,7.6173,85.1875,"N/A",3.2961,1.5629,4.4866,1.5387,7.2685,8.6764,15019.19,76.28,1368.24,20.8655,4.6939,1.6902,53.039,1.5703,39.678,17.432,4.3471,NA
"2016-02-16",1.1166,127.02,1.9558,"N/A",27.029,7.4644,"N/A",0.7758,310.75,"N/A","N/A","N/A",4.4062,"N/A",4.4613,9.4742,"N/A","N/A",1.1018,"N/A",9.6049,7.617,86.4489,"N/A",3.3023,1.5605,4.4833,1.543,7.2741,8.695,14997.87,76.3985,1358.7,21.0457,4.6685,1.6931,53.05,1.5656,39.79,17.5669,4.3662,NA
"2016-02-15",1.118,127.6,1.9558,"N/A",27.037,7.4638,"N/A",0.772,309.24,"N/A","N/A","N/A",4.3945,"N/A",4.4689,9.4862,"N/A","N/A",1.1009,"N/A",9.6313,7.62,86.3193,"N/A",3.2908,1.5624,4.4567,1.5454,7.2606,8.7036,14947.9,76.1045,1352.15,21.091,4.6224,1.6772,53,1.5643,39.818,17.6114,4.3482,NA
"2016-02-12",1.1275,127.07,1.9558,"N/A",27.063,7.4642,"N/A",0.77735,310.13,"N/A","N/A","N/A",4.4109,"N/A",4.4741,9.455,"N/A","N/A",1.0989,"N/A",9.6773,7.632,89.5851,"N/A",3.303,1.5901,4.5087,1.5698,7.4114,8.7816,15211.54,76.9418,1359.98,21.6852,4.6955,1.6965,53.561,1.5756,40.139,17.9194,4.3761,NA
"2016-02-11",1.1347,127.3,1.9558,"N/A",27.069,7.4638,"N/A",0.7874,311.98,"N/A","N/A","N/A",4.4485,"N/A",4.4783,9.5188,"N/A","N/A",1.1027,"N/A",9.7085,7.6391,90.8866,"N/A",3.3217,1.6018,4.4836,1.5842,7.4592,8.8406,15286.39,77.655,1362.83,21.6064,4.7033,1.6973,53.953,1.5774,39.995,17.9877,4.4151,NA
"2016-02-10",1.1257,129.42,1.9558,"N/A",27.031,7.4638,"N/A",0.77328,311.62,"N/A","N/A","N/A",4.4289,"N/A",4.483,9.5162,"N/A","N/A",1.096,"N/A",9.6195,7.635,88.56,"N/A",3.2945,1.5848,4.3758,1.5601,7.4007,8.7686,15136.73,76.3844,1340.37,21.0652,4.6398,1.6916,53.388,1.5674,39.793,17.8379,4.3589,NA
"2016-02-09",1.1236,129.07,1.9558,"N/A",27.058,7.4635,"N/A",0.77945,311.55,"N/A","N/A","N/A",4.453,"N/A",4.4943,9.5142,"N/A","N/A",1.0997,"N/A",9.6705,7.642,88.3952,"N/A",3.3154,1.6083,4.3741,1.5623,7.3924,8.7585,15307.42,76.4549,1356.24,21.1922,4.688,1.7085,53.641,1.5767,39.829,18.196,4.3655,NA
"2016-02-08",1.1101,129.11,1.9558,"N/A",27.062,7.4631,"N/A",0.7724,310.69,"N/A","N/A","N/A",4.4352,"N/A",4.4798,9.4307,"N/A","N/A",1.1051,"N/A",9.5885,7.6455,85.8419,"N/A",3.2721,1.5726,4.3245,1.5487,7.2995,8.6481,15178.82,75.5245,1343.41,20.7145,4.6462,1.6802,53.084,1.564,39.459,17.9885,4.3215,NA
"2016-02-05",1.1202,130.71,1.9558,"N/A",27.037,7.4629,"N/A",0.76975,309.95,"N/A","N/A","N/A",4.4134,"N/A",4.5028,9.4325,"N/A","N/A",1.1101,"N/A",9.5665,7.654,86.005,"N/A",3.2498,1.5583,4.3454,1.5404,7.3624,8.7231,15177.38,75.7857,1333.89,20.3988,4.6528,1.6655,53.271,1.5636,39.778,17.7584,4.3415,NA
"2016-02-04",1.1206,131.49,1.9558,"N/A",27.021,7.4629,"N/A",0.76595,310.49,"N/A","N/A","N/A",4.4152,"N/A",4.5087,9.4036,"N/A","N/A",1.1169,"N/A",9.5375,7.661,86.079,"N/A",3.25,1.5546,4.3486,1.5366,7.3691,8.7277,15269.96,75.86,1336.75,20.3101,4.6125,1.6678,53.366,1.572,39.952,17.767,4.379,NA
"2016-02-03",1.0933,130.58,1.9558,"N/A",27.025,7.4623,"N/A",0.7533,310.55,"N/A","N/A","N/A",4.3982,"N/A",4.5093,9.358,"N/A","N/A",1.1115,"N/A",9.5138,7.6665,85.991,"N/A",3.2138,1.5484,4.328,1.5234,7.1916,8.5266,15038.7,74.39,1329.87,20.1098,4.6121,1.656,52.37,1.5631,39.199,17.695,4.332,NA
"2016-02-02",1.0919,131.84,1.9558,"N/A",27.026,7.4628,"N/A",0.7586,311.65,"N/A","N/A","N/A",4.4055,"N/A",4.514,9.3437,"N/A","N/A",1.1147,"N/A",9.5223,7.6675,86.3711,"N/A",3.2237,1.5475,4.3565,1.5292,7.1847,8.4996,14945.11,74.2325,1322.58,20.0265,4.602,1.6839,52.256,1.5586,39.035,17.5788,4.3161,NA
"2016-02-01",1.0884,131.99,1.9558,"N/A",27.021,7.4625,"N/A",0.761,311.86,"N/A","N/A","N/A",4.3952,"N/A",4.5246,9.2835,"N/A","N/A",1.1096,"N/A",9.416,7.6605,82.9655,"N/A",3.2269,1.5377,4.3511,1.5253,7.1605,8.4688,14846.05,73.91,1310.43,19.8811,4.5345,1.682,51.932,1.55,38.76,17.5019,4.3,NA
"2016-01-29",1.092,132.25,1.9558,"N/A",27.026,7.4628,"N/A",0.7641,312.03,"N/A","N/A","N/A",4.4398,"N/A",4.5352,9.3483,"N/A","N/A",1.1144,"N/A",9.4845,7.66,82.8472,"N/A",3.2365,1.5388,4.4294,1.5363,7.181,8.5101,14967.64,74.1039,1318.6,20.0054,4.5296,1.6788,52.082,1.555,38.973,17.4927,4.3084,NA
"2016-01-28",1.0903,129.62,1.9558,"N/A",27.021,7.4626,"N/A",0.76228,313.37,"N/A","N/A","N/A",4.4534,"N/A",4.54,9.3046,"N/A","N/A",1.1053,"N/A",9.4465,7.6593,83.5018,"N/A",3.2485,1.5419,4.4753,1.5357,7.1705,8.4955,15116.22,74.3857,1316.36,19.9966,4.5772,1.6874,52.116,1.5556,39.067,17.7785,4.313,NA
"2016-01-27",1.0888,128.91,1.9558,"N/A",27.025,7.4625,"N/A",0.75965,313.85,"N/A","N/A","N/A",4.471,"N/A",4.5388,9.2591,"N/A","N/A",1.1068,"N/A",9.4508,7.6685,85.2106,"N/A",3.256,1.5461,4.3963,1.5331,7.1621,8.4861,15090.93,74.0928,1308.94,20.004,4.6203,1.6739,52.162,1.5542,38.963,17.7803,4.3252,NA
"2016-01-26",1.0837,128.22,1.9558,"N/A",27.021,7.4622,"N/A",0.76095,312.73,"N/A","N/A","N/A",4.4942,"N/A",4.5348,9.2644,"N/A","N/A",1.1008,"N/A",9.4858,7.6658,86.7725,"N/A",3.2699,1.555,4.4465,1.5411,7.1314,8.4498,15004.76,73.5797,1303.82,20.1259,4.6335,1.6777,52.051,1.5498,38.865,17.8881,4.3084,NA
"2016-01-25",1.0815,128.07,1.9558,"N/A",27.021,7.4624,"N/A",0.7589,312.7,"N/A","N/A","N/A",4.469,"N/A",4.5256,9.2758,"N/A","N/A",1.0981,"N/A",9.4585,7.6695,86.041,"N/A",3.266,1.5496,4.4276,1.5351,7.1156,8.4304,14985.15,73.2973,1293.53,19.997,4.6208,1.6728,51.89,1.5469,38.869,17.858,4.3031,NA
"2016-01-22",1.0808,127.77,1.9558,"N/A",27.026,7.4621,"N/A",0.75459,312.2,"N/A","N/A","N/A",4.4587,"N/A",4.5273,9.2738,"N/A","N/A",1.095,"N/A",9.4685,7.669,85.893,"N/A",3.2572,1.538,4.455,1.5316,7.1104,8.4204,14952.6,73.0945,1292.83,20.016,4.6308,1.6606,51.58,1.5421,38.921,17.8143,4.2945,NA
"2016-01-21",1.0893,127.43,1.9558,"N/A",27.064,7.463,"N/A",0.77182,314.42,"N/A","N/A","N/A",4.4943,"N/A",4.5316,9.3527,"N/A","N/A",1.0949,"N/A",9.7033,7.671,91.766,"N/A",3.3098,1.5755,4.523,1.575,7.1666,8.5181,15149.99,74.0684,1321.64,20.212,4.7818,1.694,52.166,1.567,39.503,18.1453,4.3277,NA
"2016-01-20",1.0907,127.28,1.9558,"N/A",27.042,7.4638,"N/A",0.77,314.76,"N/A","N/A","N/A",4.4702,"N/A",4.5326,9.3431,"N/A","N/A",1.0932,"N/A",9.665,7.667,88.2005,"N/A",3.3307,1.5916,4.4559,1.5965,7.1768,8.5366,15228.2,74.1627,1326.46,20.0427,4.7936,1.7134,52.219,1.5697,39.582,18.2896,4.336,NA
"2016-01-19",1.0868,128.12,1.9558,"N/A",27.023,7.4628,"N/A",0.76473,314.56,"N/A","N/A","N/A",4.4384,"N/A",4.5305,9.3231,"N/A","N/A",1.0922,"N/A",9.6209,7.6555,85.2445,"N/A",3.303,1.5673,4.3758,1.575,7.1496,8.4841,15009.55,73.484,1306.89,19.6912,4.753,1.6763,51.74,1.5592,39.428,18.1115,4.3025,NA
"2016-01-18",1.0892,127.78,1.9558,"N/A",27.037,7.4633,"N/A",0.76263,315.42,"N/A","N/A","N/A",4.4606,"N/A",4.5365,9.3411,"N/A","N/A",1.0946,"N/A",9.6878,7.6635,86.192,"N/A",3.3102,1.581,4.3929,1.58,7.1658,8.4939,15163.45,73.7266,1317.44,19.8703,4.7887,1.6862,52.036,1.5674,39.516,18.2882,4.309,NA
"2016-01-15",1.0914,127.8,1.9558,"N/A",27.021,7.4631,"N/A",0.7615,314.35,"N/A","N/A","N/A",4.4129,"N/A",4.5375,9.3474,"N/A","N/A",1.0951,"N/A",9.6085,7.6655,84.6924,"N/A",3.3208,1.5895,4.4139,1.5849,7.1888,8.5057,15268.11,73.986,1328.97,19.7876,4.8281,1.7103,52.281,1.5735,39.705,18.2254,4.3125,NA
"2016-01-14",1.0893,128.26,1.9558,"N/A",27.021,7.4624,"N/A",0.75703,315.97,"N/A","N/A","N/A",4.373,"N/A",4.5348,9.285,"N/A","N/A",1.095,"N/A",9.6071,7.666,83.2007,"N/A",3.3025,1.5695,4.373,1.5647,7.1809,8.4775,15155.06,73.4516,1320.77,19.5529,4.7855,1.6903,52.076,1.567,39.552,18.0475,4.2986,NA
"2016-01-13",1.0816,127.74,1.9558,"N/A",27.021,7.4614,"N/A",0.7502,315.43,"N/A","N/A","N/A",4.3458,"N/A",4.53,9.246,"N/A","N/A",1.0926,"N/A",9.5588,7.667,82.3098,"N/A",3.2626,1.5413,4.3214,1.5381,7.1121,8.3922,14947.98,72.3212,1301.18,19.2779,4.7382,1.6519,51.283,1.5492,39.203,17.8353,4.2635,NA
